Data Source	World Development Indicators																																																											
																																																												
Last Updated Date	11/14/2018																																																											
																																																												
Country Name	Country Code	Indicator Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
India	IND	Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)	0.738484964	0.91869213	1.46825968	1.15460255	0.963527812	1.053587648	0.800300113	0.797309082	0.812589413	1.352038723	1.35466946	1.763919315	2.103194789	1.854988387	1.310602517	1.670016017	2.179796329	0.960643018	0.916164185	0.898359563	1.097024917	1.314457568	2.076673632	0.991414132	1.238813519	1.133519122	1.435061965	1.176280613	0.95277489	0.260290946	0.671770527	0.375295541	2.89257032	3.747271179	3.789837198	4.314611923	3.411001571	3.716415033	3.246012568	3.359118637	3.263092691	2.827390764	2.612543847	2.644335687	2.458692349	2.349418681	2.422125398	2.416291653	2.226072462	2.071090585	2.431420172	2.369047428	2.595864721	2.640053846	3.182254545	2.838060875	3.00040652	
India	IND	Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)	3.669585078	2.9296875	2.331941845	1.877815137	2.512265768	1.87102634	2.375890959	2.398156223	2.678111588	3.01638089	3.127794438	2.548199569	1.752046995	2.030784626	3.053703866	3.185358487	3.603698758	2.965759144	4.505958086	4.630758331	3.826494947	3.588426679	3.100369785	2.202358387	2.082832085	1.683356116	1.760667892	1.90361387	2.147908418	3.227029288	2.724700318	4.072448503	4.275433193	5.447217722	5.356523111	6.21126088	7.373510078	7.164215316	5.325759725	5.680979076	6.711344212	8.046522813	9.823690948	10.63109773	11.22413778	11.6473637	11.81856436	12.61174819	11.80106889	12.80177992	14.56718011	12.49524756	11.46128543	11.59017471	11.02414096	10.76933807	10.75110105	
India	IND	Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)	15.04377617	15.12586806	14.9345041	12.28827	12.14754389	12.92158644	11.991997	11.28690669	11.56509299	13.19058167	15.90921442	16.0004552	13.11225243	10.48861212	17.36985203	23.425366	17.3187987	14.61332749	15.21557026	14.17371237	14.04248765	15.11765369	11.88221483	10.54147821	8.987573338	7.857846477	7.069581151	6.782298784	6.816654685	5.007286997	7.36351111	9.751075297	14.8153083	16.72400036	15.19245025	17.35790935	18.33402781	18.70894509	17.24654428	17.08330289	18.32707111	20.79802258	22.76494654	23.31338395	24.74915136	25.19064189	27.24525695	29.20850143	27.64230087	27.26310565	30.10524867	27.71489165	29.55686706	30.47155348	32.1609032	29.1375013	27.76231908	
India	IND	Merchandise exports to high-income economies (% of total merchandise exports)	70.73467834	70.34866898	68.71311357	70.60838673	66.47750783	63.36058129	64.18656996	66.87429924	65.91130186	61.62879099	58.52053495	59.3397631	59.17701787	62.79407837	60.16333705	55.85891939	64.39406923	63.38401319	64.41932246	66.27778559	60.32558856	54.62521186	57.69562234	64.55231358	64.66916673	64.06222028	67.69114052	72.25251091	70.71647836	87.15720976	64.17762357	70.39053265	72.16491781	72.98816212	74.9124627	69.88093421	71.79594265	75.21581245	77.09159175	78.42636573	74.04156035	69.57111427	70.49890778	69.79878052	68.92813481	69.10989002	67.32778233	64.78189776	65.45815088	65.45112542	63.52969846	62.88079875	63.82321894	60.63370936	60.42118671	63.36236455	64.85799883	
India	IND	Merchandise exports (current US$)	1331610000	1386210000	1403220000	1625610000	1704780000	1686720000	1953790000	1612930000	1761200000	1835070000	2026400000	2036460000	2447940000	2917170000	3926400000	4355120000	5548790000	6378200000	6670740000	7806030000	8586000000	8295000000	9358000000	9148000000	9916000000	9140000000	9399000000	11298000000	13325000000	15846000000	17969000000	17727000000	19628000000	21572000000	25022000000	30630000000	33105000000	35008000000	33437000000	35667000000	42379000000	43361000000	49250000000	58962900000	76648600000	99616000000	1.21808E+11	1.50159E+11	1.94828E+11	1.64909E+11	2.26351E+11	3.02905E+11	2.96828E+11	3.14848E+11	3.22694E+11	2.67444E+11	2.64144E+11	2.98376E+11
India	IND	Merchandise exports to economies in the Arab World (% of total merchandise exports)	6.55500571	6.799768519	6.420037426	5.741292901	5.574274399	7.217680896	6.977616606	7.125949919	7.496423462	7.916974321	10.47966761	9.140136751	7.551728664	5.642721191	10.338855	12.19262929	13.22784432	13.20232599	12.44866386	11.48410354	11.13351738	12.04165013	10.85097458	11.60724524	9.478393734	9.856666775	7.634769266	6.958505078	6.66219227	5.248987086	6.536731146	8.983595747	9.588583822	10.27754365	9.327578569	7.97861296	9.184627934	9.608320703	10.9221257	10.80741754	10.85071788	11.69533268	11.76343441	13.09933688	14.24675256	14.0052519	15.6577302	16.52413889	20.05022115	19.49995254	19.76379337	18.50894251	20.25270698	18.83302918	19.55655036	18.78779105	18.46446508	
India	IND	Ores and metals exports (% of merchandise exports)			6.763693042	7.902005457	8.726658654	8.93538747	10.19462393	9.957806738	10.75090073	10.91784181	11.92384052	9.916199613	8.88709066	7.270339397	8.653007215	12.3389538	10.93416534	8.065779716	7.789900868	6.603382416	7.499693942	5.56209645	5.610430684	5.383246799	5.533747782	7.56691447	5.921077556	5.11446613	5.495269735	5.584773723	5.159240366	5.323153529	4.266685772	3.701393118	3.479834777	3.286792981	3.27719888	2.902195683	2.365812778	2.461788416	2.719909317	2.958014499	3.886547631	3.610393281	5.462703591	7.240327681	7.65739383	7.568912847	6.227185379	6.227487716	6.994186399	3.829308595	3.337464834	2.975866197	3.031498004	3.28602386	3.069276012	4.041165175
India	IND	Manufactures exports (% of merchandise exports)			43.43416065	42.32906498	44.80751492	48.23673437	48.2566543	48.27104745	50.28887695	54.44138588	51.68364634	53.39515186	54.67144202	52.70890004	51.94327774	44.86000221	52.45233551	55.9173268	60.20928431	58.3897656	58.64094678	59.51695837	49.19175334	50.66869643	52.8339937	58.10627038	62.54360823	66.42153384	71.54464607	71.66293638	70.68849531	72.03885848	73.51589132	73.75032466	76.2175207	73.54615402	72.42163021	74.26356771	76.04162099	79.20348955	77.83763376	74.76121668	75.3171633	76.76109626	73.71176678	71.07446914	66.25703182	64.20260433	62.78338882	66.81664637	63.76401739	62.22553206	64.7709423	61.87680707	64.00564848	70.60251702	73.06826018	70.98603013
India	IND	Insurance and financial services (% of commercial service exports)																2.891154916	2.524270488	2.254364115	1.939746552	1.701099428	1.292772209	1.428901788	1.355297873	1.303745564	1.379079725	1.287503307	1.45607675	1.618536704	1.91941265	2.676314166	2.674902715	2.173806265	3.067916801	2.807954374	2.409287674	2.516342403	2.92431579	2.563870165	2.079279095	1.699159658	3.324636489	3.500757991	4.863602333	3.276929456	3.133998388	4.019403352	5.017153937	5.664128813	5.537929188	5.548619531	6.531494649	6.403614409	5.246770591	5.729494815	5.060903788	4.706800536	4.471140845	3.787406873
India	IND	ICT goods exports (% of total goods exports)																																									1.685471626	1.956287673	1.559692076	1.611938214	1.425727608	1.108673226	1.108662997	1.074197444	0.973301949	3.450177114	1.998035608	2.182670486	1.980050891	1.591772775	0.973665883	0.889088309	0.952560212	
India	IND	Fuel exports (% of merchandise exports)			0.978182032	1.016112754	1.353886564	1.193326706	1.170544125	0.835056662	0.902340645	0.777187343	0.834097593	0.536376283	0.650747479	1.336396879	0.667233602	0.888840753	0.662988705	0.562178813	0.386469356	0.28057545	0.431298828	0.427624302	14.81376377	16.32822666	15.57428849	6.038179074	3.362514146	4.210410493	2.573873445	2.642826	2.923671919	2.36253503	2.812943736	2.232502641	1.945312208	1.659875885	1.553263141	1.148083755	0.43294793	0.238153064	3.403651605	4.918104373	4.628884942	5.959998387	8.053340174	10.32794494	14.75413958	15.89886503	17.71007867	13.38550831	16.94527497	18.51655279	18.50804064	20.3491444	19.62662315	12.07344705	10.77124499	11.58756768
India	IND	Food exports (% of merchandise exports)			38.89635199	39.86486279	36.60236836	33.41338668	32.38007607	33.6845421	31.915535	27.81682593	29.67530743	30.41985938	29.68253575	33.33653722	32.55607287	37.72970974	31.59936137	32.21496009	28.50866738	30.80389089	28.16665277	30.17757402	26.77107252	23.91611326	23.26780878	25.34597349	24.41084698	19.7211946	16.66693607	16.39118904	15.57771591	16.79722757	16.17991953	16.79386354	15.52747792	18.67904805	18.53989436	17.76174235	17.17451946	14.49321922	12.79001305	13.28184504	12.73220701	11.05751773	10.3883694	8.970116674	8.556245161	9.188044021	9.945652869	7.983044304	8.257894978	8.968366134	10.54309528	11.19488098	11.4182543	11.5526373	11.34709891	12.16269596
India	IND	Agricultural raw materials exports (% of merchandise exports)			9.257298841	8.252923511	7.990264648	7.711348153	7.598749187	6.771777821	5.701651654	5.677221025	5.556493684	5.413517092	5.826782631	5.07891775	5.959476056	3.978774927	4.175673414	3.032555779	2.853656617	3.681184633	4.99806594	4.119368054	3.437193435	3.521329859	2.678959429	2.838065918	3.504372219	2.789864176	1.974008225	2.140529509	4.05073167	2.007675519	1.595791889	1.971955088	1.192329034	1.294169639	2.53330323	2.004066084	1.656051057	1.418164643	1.258907331	1.139473046	1.062797391	1.079833355	1.203886488	1.267858549	1.717894269	1.983005667	1.735424467	1.164823488	2.006039429	1.829675587	1.954673746	2.061501155	1.57458613	1.532101146	1.37944857	1.159138913
India	IND	Export unit value index (2000 = 100)																					96	91	94	94	96	98	98	99	120	123	121	117	117	112	114	108	103	117	107	101	100	94.3	91.8482	103.8803142	116.318943	124.3449501	136.0333754	146.3719119	162.3264503	146.0938053	159.5344354	185.6980828	185.3266866	181.2494995	179.4152546	151.88581	140.5261389	
India	IND	Export volume index (2000 = 100)																					21.1029225	21.50982741	23.49069354	22.96318792	23.23104971	22.00621915	22.63080209	26.92828858	26.02194153	30.44802188	35.04186211	35.75120663	39.58451656	45.44755846	51.79167039	66.92208486	75.84097375	70.60393398	73.73772741	83.32738945	100	108.5010192	126.5265908	133.9342968	155.4891182	189.0371529	211.2883198	242.0687267	283.2102519	266.3532423	334.7919187	384.8981312	377.9317846	409.8925126	424.4018957	415.4914018	443.9709283	
India	IND	Medium and high-tech exports (% manufactured exports)																															18.08366191	18.79019323	16.09086675	17.28796543	18.34751851	19.39555818	20.37043335	20.70062493	18.44959511	18.03001635	18.67998691	21.49672583	21.54625105	22.19948757	22.82827764	22.59798289	23.1763905	23.96992523	27.29898219	28.86288999	28.24124824	27.67446292	28.04963343	28.6969111	30.20739791	33.89056635		
India	IND	Net barter terms of trade index (2000 = 100)																					71.64179104	65.4676259	72.30769231	75.80645161	94.11764706	80.99173554	83.76068376	100	97.56097561	94.61538462	85.81560284	93.6	98.31932773	113.1313131	118.75	108	99.03846154	113.592233	117.5824176	105.2083333	100	97.82157676	88.63089839	96.20109988	91.67678262	87.81584285	85.70074227	81.60530857	81.60530857	95.01264904	93.47190338	89.99280028	90.08306387	92.44620825	94.9438212	104.2709273	113.2595189	
India	IND	Travel services (% of commercial service imports)																2.390466803	3.489509847	4.164110773	4.753246047	5.277636707	3.879684845	4.552229745	5.581053	6.246155456	8.562010425	9.284388207	7.888811978	7.784094952	7.686334398	7.249108922	6.615903949	7.481023274	7.107575624	7.46340914	9.571243721	9.900240587	8.299077664	10.92779965	12.07046737	11.79091184	14.23650561	15.18747959	14.38304549	14.52567789	13.72299209	13.24775619	11.79341373	11.78221838	17.44590278	17.79737855	13.41198413	17.81073993	15.57975642	14.95677127	18.20710173	18.14624903	17.1951517	17.0465862
India	IND	Transport services (% of commercial service imports)																72.22921114	64.95604719	64.40551918	66.79180983	63.85501977	61.34786057	61.12541056	61.80914055	57.64368704	59.37996283	58.32299641	56.44965319	56.22661017	58.61084517	57.49758108	57.5196443	55.93254711	60.55196431	62.55991034	56.83307194	56.67847951	58.60750875	55.4951881	49.98067904	40.94713691	46.33161554	43.60541927	43.43563146	38.97037028	38.53356677	44.72548776	43.34752918	44.82297367	25.84183413	21.20201571	18.27314438	19.99067884	19.82641369	18.04265971	20.43436137	18.86535504	14.80913363	15.13285912
India	IND	Commercial service imports (current US$)																1011288821	1088254783	1234808904	1490190463	2010383972	2914594803	3178450157	3398551291	3622400851	3550012166	3815194909	3827926653	4515961320	5167884705	5738469741	5942595183	5796636459	6614564439	6356161518	8030392452	10062141167	11000427519	12277011575	14191837256	17044738890	18897585609	19791960830	20776267074	24678773632	35092846077	46699475817	58040553581	69757132293	55061627135	52308542315	78210856251	76915514527	79215876738	77654804413	80160943501	81766553453	95239277835	1.08108E+11
India	IND	"Computer, communications and other services (% of commercial service imports)"																19.55904657	26.58781262	26.2709921	22.72868104	25.35308882	29.39128366	29.28554758	27.8028176	31.63210432	27.25755612	27.56480557	30.86178382	31.42745694	28.54110912	29.4697902	30.0780713	30.55505362	26.25022755	23.07356007	27.47335369	27.86800555	27.75427089	28.27894341	33.52232166	43.65865572	28.37083872	28.11704085	30.98278006	39.80935522	40.51042491	35.17642407	36.89716947	34.1830457	48.24929629	51.35334874	57.81671141	49.51158775	56.03015778	57.94107849	54.78091224	57.78082443	61.35691732	60.82295576
India	IND	Import value index (2000 = 100)																					28.85008414	29.92494599	28.69811288	27.29019523	29.64177094	30.91440893	29.93057456	32.36483195	37.07419419	39.88401274	45.76528107	39.68681887	45.76334018	44.22965322	52.09858141	67.3620856	73.64142935	80.41453412	83.41902339	91.18120292	100	97.80505368	109.6929715	140.8261181	193.6525312	277.294174	346.2732106	445.1804926	623.0850748	499.1997733	679.7614265	901.4671146	950.4393192	903.2819775	898.4541243	762.5082245	698.2801434	
India	IND	Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)	2.249488753	1.739484028	2.604707511	1.935378055	1.87892225	2.592953226	1.057949262	1.421836414	1.447668576	1.876529908	1.426926733	1.054410049	1.468667239	1.76213361	1.048607189	1.227169088	1.601384048	1.147679502	0.982800669	0.909650233	1.042921854	1.326912979	0.872898087	0.728218485	0.793079173	0.762541641	0.613451687	0.615497408	0.608431948	0.346629579	0.464181122	0.54042589	0.858647793	0.476234095	0.517313087	0.599625419	0.55955398	0.598768719	1.023431603	0.913247252	0.943051791	1.162234909	0.926826103	0.898929342	0.891106173	0.937434303	0.840575843	0.835487979	0.622901879	0.593460073	0.589867717	0.547846795	0.553774912	0.52735894	0.583225108	0.773178971	0.763967885	
India	IND	Merchandise imports by the reporting economy (current US$)	2249400000	2213300000	2311200000	2438800000	2661100000	2772900000	2731700000	2672600000	2507480000	2116140000	2093310000	2408930000	2235360000	3233580000	5063860000	6197190000	5098090000	6663010000	7819490000	9898310000	14821820000	14549560000	15634832072	13892733307	15115251169	16328998485	15051439900	16838039379	19034715452	19297491942	23991423128	19509428000	23196569257	21268794080	25484480716	34486530000	36054758486	40896425000	42162075000	47900500000	50259700014	50129318493	58811451691	73931350649	99815185141	1.39667E+11	1.76526E+11	2.3464E+11	3.21399E+11	2.57649E+11	3.5078E+11	4.65073E+11	4.90405E+11	4.67939E+11	4.60501E+11	3.9223E+11	3.5632E+11	
India	IND	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	4.983551169	6.488049519	10.12461059	9.451369526	10.52948029	10.89112482	11.15056558	9.806929582	12.21545137	18.45624581	12.77546087	9.385079683	11.83075657	10.45250156	15.62148243	10.71937443	8.129319019	10.82318652	12.57089657	14.38659731	12.74661276	14.2951402	12.94228346	16.18395554	16.42007506	15.54909583	11.37909667	14.59850988	14.31851732	15.47621296	15.28628889	21.12152135	8.413243202	9.137741156	4.818722028	10.38243047	4.778728629	0.220434916	0.165788804	0.134654127	23.40160208	27.89854542	28.664795	27.08261282	27.88709398	29.31537892	6.640838504	0.706731637	0.615297086	0.473234305	0.54762213	0.755067614	0.273908887	0.440908744	1.514500627	2.228307008	2.270671191	
India	IND	"Smoking prevalence, females (% of adults)"																																									7.1					4.7					3.1	2.8	2.6	2.4	2.2	2	1.9	
India	IND	"Smoking prevalence, total (ages 15+)"																																									21.2					17.3					14.3	13.7	13.3	12.8	12.3	11.9	11.5	
India	IND	Prevalence of anemia among pregnant women (%)																															53.5	53.6	53.6	53.6	53.6	53.5	53.5	53.4	53.4	53.3	53.2	53.1	53	53	52.9	52.7	52.5	52.2	52	51.7	51.4	51.1	50.9	50.6	50.4	50.2	50.1	
India	IND	Lifetime risk of maternal death (%)																															2.443390816	2.318494777	2.198739478	2.082070199	1.9717602	1.864498268	1.756329179	1.648419775	1.539630645	1.436015546	1.33366132	1.237830647	1.146860532	1.059820807	0.980160212	0.901757691	0.834023007	0.767995879	0.711182718	0.659912581	0.615066292	0.575766443	0.540363519	0.506482234	0.477453266	0.452792531		
India	IND	Lifetime risk of maternal death (1 in: rate varies by country)																															41	43	45	48	51	54	57	61	65	70	75	81	87	94	100	110	120	130	140	150	160	170	190	200	210	220		
India	IND	Number of maternal deaths																															152000	148000	143000	139000	135000	130000	126000	121000	115000	110000	104000	99000	93000	88000	83000	77000	73000	68000	64000	60000	57000	54000	52000	49000	47000	45000		
India	IND	Children with fever receiving antimalarial drugs (% of children under age 5 with fever)																																									12						8.2											
India	IND	Use of insecticide-treated bed nets (% of under-5 population)																																																									66.6	
India	IND	"Incidence of malaria (per 1,000 population at risk)"																																									42.7					48.1					33.1					18.6		
